year,month,weather,cost
2012,march,bad,890
2012,march,bad,890
2012,march,bad,890
2012,april ,bad,6190
2012,april ,bad,5790
2012,april ,bad,6190
2012,april ,bad,6190
2012,april ,bad,6390
2012,april ,bad,6590
2012,may,bad,1990
2012,may,bad,1990
2012,may,bad,2190
2012,may,bad,2190
2012,may,bad,1790
2012,may,bad,1990
2012,june ,bad,990
2012,june ,bad,1190
2012,june ,bad,990
2012,june ,bad,1190
2012,june ,bad,1390
2012,june ,bad,1190
2012,july ,bad,390
2012,july ,bad,390
2012,july ,bad,490
2012,july ,bad,490
2012,july ,bad,390
2012,july ,bad,490
2012,august ,bad,1990
2012,august ,bad,1990
2012,august ,bad,2190
2012,august ,bad,1790
2012,august ,bad,2190
2012,august ,bad,1790
2012,september,bad,790
2012,september,bad,790
2012,september,bad,890
2012,september,bad,990
2012,september,bad,890
2012,september,bad,990
2012,october ,bad,390
2012,october ,bad,390
2012,october ,bad,390
2012,october ,bad,390
2012,october ,bad,390
2012,october ,bad,490
2012,november,bad,790
2012,november,bad,790
2012,november,bad,790
2012,november,bad,790
2012,november,bad,790
2012,november,bad,790
2012,december,bad,390
2012,december,bad,390
2012,december,bad,390
2012,december,bad,490
2012,december,bad,490
2012,december,bad,490
2012,january,good,90
2012,february,good,190
2012,march,good,390
2012,april ,good,2990
2012,may,good,990
2012,june ,good,490
2012,july ,good,190
2012,august ,good,990
2012,september,good,390
2012,october ,good,190
2012,november,good,390
2012,december,good,190
2012,january,bad,190
2012,february,bad,390
2012,march,bad,790
2012,april ,bad,5990
2012,may,bad,1990
2012,june ,bad,990
2012,july ,bad,390
2012,august ,bad,1990
2012,september,bad,790
2012,october ,bad,390
2012,november,bad,790
2012,december,bad,390
2012,january,good,190
2012,january,bad,290
2012,january,good,90
2012,february,good,90
2012,february,bad,390
2012,february,good,190
2012,february,bad,490
2012,january,bad,190
2012,march,good,290
2012,march,good,290
2012,march,bad,790
2012,march,bad,890
2012,april ,bad,6190
2012,april ,bad,6390
2012,april ,good,2790
2012,april ,good,2590
2012,may,bad,2190
2012,may,bad,2390
2012,may,good,790
2012,may,good,590
2012,june ,bad,990
2012,june ,bad,990
2012,june ,good,540
2012,june ,good,590
2012,july ,bad,390
2012,july ,bad,490
2012,july ,good,290
2012,july ,good,190
2012,august ,bad,1990
2012,august ,bad,2190
2012,august ,good,1190
2012,august ,good,890
2012,september,good,290
2012,september,good,390
2012,september,bad,890
2012,september,bad,990
2012,october ,good,90
2012,october ,good,190
2012,october ,bad,390
2012,october ,bad,490
2012,november,bad,890
2012,november,bad,990
2012,november,good,290
2012,november,good,390
2012,december,bad,390
2012,december,bad,490
2012,december,good,90
2012,december,good,190
2012,january,good,90
2012,january,good,90
2012,january,bad,390
2012,january,bad,390
2012,february,bad,590
2012,february,bad,690
2012,february,good,90
2012,february,good,90
2012,march,good,190
2012,march,good,90
2012,march,bad,990
2012,march,bad,990
2012,april ,bad,6390
2012,april ,bad,6990
2012,april ,good,1990
2012,april ,good,990
2012,may,bad,2990
2012,may,bad,2790
2012,may,good,790
2012,may,good,890
2012,june ,bad,1390
2012,june ,bad,1590
2012,june ,good,290
2012,june ,good,190
2012,july ,bad,790
2012,july ,bad,990
2012,july ,good,90
2012,july ,good,90
2012,august ,bad,2390
2012,august ,bad,2990
2012,august ,good,490
2012,august ,good,290
2012,september,good,190
2012,september,good,190
2012,september,bad,990
2012,september,bad,1190
2012,october ,good,190
2012,october ,good,90
2012,october ,bad,790
2012,october ,bad,690
2012,november,bad,990
2012,november,bad,1590
2012,november,good,190
2012,november,good,190
2012,december,bad,590
2012,december,bad,790
2012,december,good,90
2012,december,good,90
2012,january,good,90
2012,february,bad,490
2012,march,good,390
2012,april ,bad,5590
2012,may,good,890
2012,june ,bad,990
2012,july ,good,190
2012,august ,bad,1990
2012,september,good,390
2012,october ,bad,390
2012,november,good,290
2012,december,bad,390
2012,january,good,90
2012,january,good,90
2012,january,good,90
2012,january,good,190
2012,january,good,190
2012,january,good,190
2012,february,good,190
2012,february,good,190
2012,february,good,190
2012,february,good,290
2012,february,good,290
2012,february,good,290
2012,march,good,390
2012,march,good,390
2012,march,good,390
2012,march,good,390
2012,march,good,490
2012,march,good,490
2012,april ,good,2990
2012,april ,good,3190
2012,april ,good,2990
2012,april ,good,3390
2012,april ,good,2990
2012,april ,good,2790
2012,may,good,990
2012,may,good,990
2012,may,good,990
2012,may,good,790
2012,may,good,890
2012,may,good,790
2012,june ,good,490
2012,june ,good,490
2012,june ,good,490
2012,june ,good,390
2012,june ,good,390
2012,june ,good,390
2012,july ,good,190
2012,july ,good,190
2012,july ,good,190
2012,july ,good,190
2012,july ,good,190
2012,july ,good,90
2012,august ,good,990
2012,august ,good,990
2012,august ,good,890
2012,august ,good,890
2012,august ,good,790
2012,august ,good,790
2012,september,good,390
2012,september,good,390
2012,september,good,390
2012,september,good,390
2012,september,good,290
2012,september,good,290
2012,october ,good,190
2012,october ,good,190
2012,october ,good,190
2012,october ,good,190
2012,october ,good,190
2012,october ,good,90
2012,november,good,390
2012,november,good,390
2012,november,good,390
2012,november,good,390
2012,november,good,290
2012,november,good,290
2012,december,good,190
2012,december,good,190
2012,december,good,190
2012,december,good,90
2012,december,good,90
2012,december,good,90
2012,january,bad,190
2012,january,bad,190
2012,january,bad,190
2012,january,bad,190
2012,january,bad,290
2012,january,bad,290
2012,february,bad,390
2012,february,bad,390
2012,february,bad,390
2012,february,bad,390
2012,february,bad,490
2012,february,bad,490
2012,march,bad,790
2012,march,bad,790
2012,march,bad,790
2012,march,bad,890
2012,march,bad,890
2012,march,bad,890
2012,april ,bad,6190
2012,april ,bad,5790
2012,april ,bad,6190
2012,april ,bad,6290
2012,april ,bad,6290
2012,april ,bad,6580
2012,may,bad,1990
2012,may,bad,2090
2012,may,bad,2190
2012,may,bad,2210
2012,may,bad,1890
2012,may,bad,1990
2012,june ,bad,990
2012,june ,bad,1190
2012,june ,bad,990
2012,june ,bad,1190
2012,june ,bad,990
2012,june ,bad,1190
2012,july ,bad,390
2012,july ,bad,390
2012,july ,bad,490
2012,july ,bad,490
2012,july ,bad,390
2012,july ,bad,490
2012,august ,bad,1990
2012,august ,bad,1990
2012,august ,bad,2190
2012,august ,bad,1890
2012,august ,bad,2090
2012,august ,bad,1790
2012,september,bad,790
2012,september,bad,790
2012,september,bad,890
2012,september,bad,990
2012,september,bad,890
2012,september,bad,990
2012,october ,bad,390
2012,october ,bad,390
2012,october ,bad,390
2012,october ,bad,390
2012,october ,bad,390
2012,october ,bad,490
2012,november,bad,790
2012,november,bad,790
2012,november,bad,790
2012,november,bad,790
2012,november,bad,790
2012,november,bad,790
2012,december,bad,390
2012,december,bad,390
2012,december,bad,390
2012,december,bad,490
2012,december,bad,490
2012,december,bad,490
2012,january,bad,190
2012,february,bad,390
2012,march,bad,790
2012,april ,bad,5990
2012,may,bad,1990
2012,june ,bad,990
2012,july ,bad,390
2012,august ,bad,1990
2012,september,bad,790
2012,october ,bad,390
2012,november,bad,790
2012,december,bad,390
2012,january,good,90
2012,april ,bad,6990
2012,april ,bad,6990
2012,december,bad,540
2012,april ,bad,5790
2012,april ,bad,6190
2012,april ,bad,6290
2012,april ,bad,6580
2012,april ,bad,6590
2012,april ,bad,6590
2012,august ,good,1590
2012,june ,bad,2210
2012,april ,bad,6590
2013,january,good,80
2013,february,good,180
2013,march,good,380
2013,april ,good,2980
2013,may,good,980
2013,june ,good,480
2013,july ,good,180
2013,august ,good,980
2013,september,good,380
2013,october ,good,180
2013,november,good,380
2013,december,good,180
2013,january,bad,180
2013,february,bad,380
2013,march,bad,780
2013,april ,bad,5980
2013,may,bad,1980
2013,june ,bad,980
2013,july ,bad,380
2013,august ,bad,1980
2013,september,bad,780
2013,october ,bad,380
2013,november,bad,780
2013,december,bad,380
2013,january,good,180
2013,january,bad,280
2013,january,good,80
2013,february,good,180
2013,february,bad,380
2013,february,good,180
2013,february,bad,480
2013,january,bad,180
2013,march,good,280
2013,march,good,280
2013,march,bad,780
2013,march,bad,880
2013,april ,bad,6180
2013,april ,bad,6380
2013,april ,good,2780
2013,april ,good,2580
2013,may,bad,2180
2013,may,bad,2380
2013,may,good,780
2013,may,good,580
2013,june ,bad,980
2013,june ,bad,980
2013,june ,good,480
2013,june ,good,580
2013,july ,bad,380
2013,july ,bad,480
2013,july ,good,280
2013,july ,good,180
2013,august ,bad,2180
2013,august ,bad,2180
2013,august ,good,980
2013,august ,good,880
2013,september,good,280
2013,september,good,380
2013,september,bad,880
2013,september,bad,980
2013,october ,good,80
2013,october ,good,180
2013,october ,bad,380
2013,october ,bad,480
2013,november,bad,880
2013,november,bad,980
2013,november,good,280
2013,november,good,380
2013,december,bad,380
2013,december,bad,480
2013,december,good,80
2013,december,good,180
2013,january,good,80
2013,january,good,80
2013,january,bad,380
2013,january,bad,380
2013,february,bad,580
2013,february,bad,680
2013,february,good,80
2013,february,good,80
2013,march,good,180
2013,march,good,80
2013,march,bad,980
2013,march,bad,980
2013,april ,bad,6380
2013,april ,bad,6380
2013,april ,good,1980
2013,april ,good,980
2013,may,bad,2980
2013,may,bad,2780
2013,may,good,780
2013,may,good,880
2013,june ,bad,980
2013,june ,bad,1580
2013,june ,good,280
2013,june ,good,180
2013,july ,bad,780
2013,july ,bad,980
2013,july ,good,80
2013,july ,good,80
2013,august ,bad,2580
2013,august ,bad,2980
2013,august ,good,480
2013,august ,good,280
2013,september,good,180
2013,september,good,180
2013,september,bad,980
2013,september,bad,980
2013,october ,good,180
2013,october ,good,80
2013,october ,bad,780
2013,october ,bad,680
2013,november,bad,980
2013,november,bad,1580
2013,november,good,180
2013,november,good,80
2013,december,bad,580
2013,december,bad,780
2013,december,good,180
2013,december,good,80
2013,january,good,80
2013,february,bad,480
2013,march,good,380
2013,april ,bad,5580
2013,may,good,880
2013,june ,bad,980
2013,july ,good,180
2013,august ,bad,2180
2013,september,good,380
2013,october ,bad,380
2013,november,good,280
2013,december,bad,380
2013,january,good,80
2013,january,good,80
2013,january,good,80
2013,january,good,180
2013,january,good,180
2013,january,good,180
2013,february,good,180
2013,february,good,180
2013,february,good,180
2013,february,good,280
2013,february,good,280
2013,february,good,280
2013,march,good,380
2013,march,good,380
2013,march,good,380
2013,march,good,380
2013,march,good,480
2013,march,good,480
2013,april ,good,2980
2013,april ,good,3180
2013,april ,good,2980
2013,april ,good,3380
2013,april ,good,2780
2013,april ,good,2780
2013,may,good,980
2013,may,good,980
2013,may,good,980
2013,may,good,780
2013,may,good,880
2013,may,good,780
2013,june ,good,480
2013,june ,good,480
2013,june ,good,480
2013,june ,good,380
2013,june ,good,380
2013,june ,good,380
2013,july ,good,180
2013,july ,good,180
2013,july ,good,180
2013,july ,good,180
2013,july ,good,180
2013,july ,good,80
2013,august ,good,980
2013,august ,good,980
2013,august ,good,880
2013,august ,good,880
2013,august ,good,780
2013,august ,good,780
2013,september,good,380
2013,september,good,380
2013,september,good,380
2013,september,good,380
2013,september,good,280
2013,september,good,280
2013,october ,good,180
2013,october ,good,180
2013,october ,good,180
2013,october ,good,180
2013,october ,good,180
2013,october ,good,80
2013,november,good,380
2013,november,good,380
2013,november,good,380
2013,november,good,380
2013,november,good,280
2013,november,good,280
2013,december,good,180
2013,december,good,180
2013,december,good,180
2013,december,good,80
2013,december,good,80
2013,december,good,80
2013,january,bad,180
2013,january,bad,180
2013,january,bad,180
2013,january,bad,180
2013,january,bad,280
2013,january,bad,280
2013,february,bad,380
2013,february,bad,380
2013,february,bad,380
2013,february,bad,380
2013,february,bad,480
2013,february,bad,480
2013,march,bad,780
2013,march,bad,780
2013,march,bad,780
2013,march,bad,880
2013,march,bad,880
2013,march,bad,880
2013,april ,bad,6180
2013,april ,bad,5850
2013,april ,bad,6180
2013,april ,bad,6180
2013,april ,bad,6380
2013,april ,bad,6580
2013,may,bad,1980
2013,may,bad,1980
2013,may,bad,2180
2013,may,bad,2180
2013,may,bad,1780
2013,may,bad,1980
2013,june ,bad,980
2013,june ,bad,1180
2013,june ,bad,980
2013,june ,bad,1180
2013,june ,bad,1200
2013,june ,bad,1180
2013,july ,bad,380
2013,july ,bad,380
2013,july ,bad,480
2013,july ,bad,480
2013,july ,bad,380
2013,july ,bad,480
2013,august ,bad,1980
2013,august ,bad,1980
2013,august ,bad,2180
2013,august ,bad,1780
2013,august ,bad,2180
2013,august ,bad,1780
2013,september,bad,780
2013,september,bad,780
2013,september,bad,880
2013,september,bad,980
2013,september,bad,880
2013,september,bad,980
2013,october ,bad,380
2013,october ,bad,380
2013,october ,bad,380
2013,october ,bad,380
2013,october ,bad,380
2013,october ,bad,480
2013,november,bad,780
2013,november,bad,780
2013,november,bad,780
2013,november,bad,780
2013,november,bad,780
2013,november,bad,780
2013,december,bad,380
2013,december,bad,380
2013,december,bad,380
2013,december,bad,480
2013,december,bad,480
2013,december,bad,480
2013,january,good,80
2013,february,good,180
2013,march,good,380
2013,april ,good,2980
2013,may,good,980
2013,june ,good,480
2013,july ,good,180
2013,august ,good,980
2013,september,good,380
2013,october ,good,180
2013,november,good,380
2013,december,good,180
2013,january,bad,180
2013,february,bad,380
2013,march,bad,780
2013,april ,bad,5980
2013,may,bad,1980
2013,june ,bad,980
2013,july ,bad,380
2013,august ,bad,1980
2013,september,bad,780
2013,october ,bad,380
2013,november,bad,780
2013,december,bad,380
2013,january,good,180
2013,january,bad,280
2013,january,good,80
2013,february,good,80
2013,february,bad,380
2013,february,good,180
2013,february,bad,480
2013,january,bad,180
2013,march,good,280
2013,march,good,280
2013,march,bad,780
2013,march,bad,880
2013,april ,bad,6180
2013,april ,bad,6380
2013,april ,good,2780
2013,april ,good,2580
2013,may,bad,2180
2013,may,bad,2380
2013,may,good,780
2013,may,good,580
2013,june ,bad,980
2013,june ,bad,980
2013,june ,good,530
2013,june ,good,580
2013,july ,bad,380
2013,july ,bad,480
2013,july ,good,280
2013,july ,good,180
2013,august ,bad,1980
2013,august ,bad,2180
2013,august ,good,1180
2013,august ,good,880
2013,september,good,280
2013,september,good,380
2013,september,bad,880
2013,september,bad,980
2013,october ,good,80
2013,october ,good,180
2013,october ,bad,380
2013,october ,bad,480
2013,november,bad,880
2013,november,bad,980
2013,november,good,280
2013,november,good,380
2013,december,bad,380
2013,december,bad,480
2013,december,good,80
2013,december,good,180
2013,january,good,80
2013,january,good,80
2013,january,bad,380
2013,january,bad,380
2013,february,bad,580
2013,february,bad,680
2013,february,good,80
2013,february,good,80
2013,march,good,180
2013,march,good,80
2013,march,bad,980
2013,march,bad,980
2013,april ,bad,6380
2013,april ,bad,6980
2013,april ,good,1980
2013,april ,good,980
2013,may,bad,2980
2013,may,bad,2780
2013,may,good,780
2013,may,good,880
2013,june ,bad,1200
2013,june ,bad,1580
2013,june ,good,280
2013,june ,good,180
2013,july ,bad,780
2013,july ,bad,980
2013,july ,good,80
2013,july ,good,80
2013,august ,bad,2380
2013,august ,bad,2980
2013,august ,good,480
2013,august ,good,280
2013,september,good,180
2013,september,good,180
2013,september,bad,980
2013,september,bad,1180
2013,october ,good,180
2013,october ,good,80
2013,october ,bad,780
2013,october ,bad,680
2013,november,bad,980
2013,november,bad,1580
2013,november,good,180
2013,november,good,180
2013,december,bad,580
2013,december,bad,780
2013,december,good,80
2013,december,good,80
2013,january,good,80
2013,february,bad,480
2013,march,good,380
2013,april ,bad,5580
2013,may,good,880
2013,june ,bad,980
2013,july ,good,180
2013,august ,bad,1980
2013,september,good,380
2013,october ,bad,380
2013,november,good,280
2013,december,bad,380
2013,january,good,80
2013,january,good,80
2013,january,good,80
2013,january,good,180
2013,january,good,180
2013,january,good,180
2013,february,good,180
2013,february,good,180
2013,february,good,180
2013,february,good,280
2013,february,good,280
2013,february,good,280
2013,march,good,380
2013,march,good,380
2013,march,good,380
2013,march,good,380
2013,march,good,480
2013,march,good,480
2013,april ,good,2980
2013,april ,good,3180
2013,april ,good,2980
2013,april ,good,3380
2013,april ,good,2980
2013,april ,good,2780
2013,may,good,980
2013,may,good,980
2013,may,good,980
2013,may,good,780
2013,may,good,880
2013,may,good,780
2013,june ,good,480
2013,june ,good,480
2013,june ,good,480
2013,june ,good,380
2013,june ,good,380
2013,june ,good,380
2013,july ,good,180
2013,july ,good,180
2013,july ,good,180
2013,july ,good,180
2013,july ,good,180
2013,july ,good,80
2013,august ,good,980
2013,august ,good,980
2013,august ,good,880
2013,august ,good,880
2013,august ,good,780
2013,august ,good,780
2013,september,good,380
2013,september,good,380
2013,september,good,380
2013,september,good,380
2013,september,good,280
2013,september,good,280
2013,october ,good,180
2013,october ,good,180
2013,october ,good,180
2013,october ,good,180
2013,october ,good,180
2013,october ,good,80
2013,november,good,380
2013,november,good,380
2013,november,good,380
2013,november,good,380
2013,november,good,280
2013,november,good,280
2013,december,good,180
2013,december,good,180
2013,december,good,180
2013,december,good,80
2013,december,good,80
2013,december,good,80
2013,january,bad,180
2013,january,bad,180
2013,january,bad,180
2013,january,bad,180
2013,january,bad,280
2013,january,bad,280
2013,february,bad,380
2013,february,bad,380
2013,february,bad,380
2013,february,bad,380
2013,february,bad,480
2013,february,bad,480
2013,march,bad,780
2013,march,bad,780
2013,march,bad,780
2013,march,bad,880
2013,march,bad,880
2013,march,bad,880
2013,april ,bad,6180
2013,april ,bad,5850
2013,april ,bad,6180
2013,april ,bad,6280
2013,april ,bad,6280
2013,april ,bad,6350
2013,may,bad,1980
2013,may,bad,2210
2013,may,bad,2180
2013,may,bad,2280
2013,may,bad,1880
2013,may,bad,1980
2013,june ,bad,980
2013,june ,bad,1180
2013,june ,bad,980
2013,june ,bad,1180
2013,june ,bad,980
2013,june ,bad,1180
2013,july ,bad,380
2013,july ,bad,380
2013,july ,bad,480
2013,july ,bad,480
2013,july ,bad,380
2013,july ,bad,480
2013,august ,bad,1980
2013,august ,bad,1980
2013,august ,bad,2180
2013,august ,bad,1880
2013,august ,bad,2210
2013,august ,bad,1780
2013,september,bad,780
2013,september,bad,780
2013,september,bad,880
2013,september,bad,980
2013,september,bad,880
2013,september,bad,980
2013,october ,bad,380
2013,october ,bad,380
2013,october ,bad,380
2013,october ,bad,380
2013,october ,bad,380
2013,october ,bad,480
2013,november,bad,780
2013,november,bad,780
2013,november,bad,780
2013,november,bad,780
2013,november,bad,780
2013,november,bad,780
2013,december,bad,380
2013,december,bad,380
2013,december,bad,380
2013,december,bad,480
2013,december,bad,480
2013,december,bad,480
2013,january,bad,180
2013,february,bad,380
2013,march,bad,780
2013,april ,bad,5980
2013,may,bad,1980
2013,june ,bad,980
2013,july ,bad,380
2013,august ,bad,1980
2013,september,bad,780
2013,october ,bad,380
2013,november,bad,780
2013,december,bad,380
2013,january,good,80
2013,april ,bad,6980
2013,april ,bad,6980
2013,december,bad,530
2013,april ,bad,5850
2013,april ,bad,6180
2013,april ,bad,6280
2013,april ,bad,6350
2013,april ,bad,6580
2013,april ,bad,6580
2013,august ,good,1580
2013,june ,bad,2280
2013,april ,bad,6580
2014,january,good,120
2014,february,good,220
2014,march,good,420
2014,april ,good,3020
2014,may,good,1020
2014,june ,good,520
2014,july ,good,220
2014,august ,good,1020
2014,september,good,420
2014,october ,good,220
2014,november,good,420
2014,december,good,220
2014,january,bad,220
2014,february,bad,420
2014,march,bad,820
2014,april ,bad,6020
2014,may,bad,2020
2014,june ,bad,1020
2014,july ,bad,420
2014,august ,bad,2020
2014,september,bad,820
2014,october ,bad,420
2014,november,bad,820
2014,december,bad,420
2014,january,good,220
2014,january,bad,320
2014,january,good,120
2014,february,good,220
2014,february,bad,420
2014,february,good,220
2014,february,bad,520
2014,january,bad,220
2014,march,good,320
2014,march,good,320
2014,march,bad,820
2014,march,bad,920
2014,april ,bad,6220
2014,april ,bad,6420
2014,april ,good,2820
2014,april ,good,2620
2014,may,bad,2220
2014,may,bad,2420
2014,may,good,820
2014,may,good,620
2014,june ,bad,1020
2014,june ,bad,1020
2014,june ,good,520
2014,june ,good,620
2014,july ,bad,420
2014,july ,bad,520
2014,july ,good,320
2014,july ,good,220
2014,august ,bad,2220
2014,august ,bad,2220
2014,august ,good,1020
2014,august ,good,920
2014,september,good,320
2014,september,good,420
2014,september,bad,920
2014,september,bad,1020
2014,october ,good,120
2014,october ,good,220
2014,october ,bad,420
2014,october ,bad,520
2014,november,bad,920
2014,november,bad,1020
2014,november,good,320
2014,november,good,420
2014,december,bad,420
2014,december,bad,520
2014,december,good,120
2014,december,good,220
2014,january,good,120
2014,january,good,120
2014,january,bad,420
2014,january,bad,420
2014,february,bad,620
2014,february,bad,720
2014,february,good,120
2014,february,good,120
2014,march,good,220
2014,march,good,120
2014,march,bad,1020
2014,march,bad,1020
2014,april ,bad,6420
2014,april ,bad,6420
2014,april ,good,2020
2014,april ,good,1020
2014,may,bad,3020
2014,may,bad,2820
2014,may,good,820
2014,may,good,920
2014,june ,bad,1020
2014,june ,bad,1620
2014,june ,good,320
2014,june ,good,220
2014,july ,bad,820
2014,july ,bad,1020
2014,july ,good,120
2014,july ,good,120
2014,august ,bad,2620
2014,august ,bad,3020
2014,august ,good,520
2014,august ,good,320
2014,september,good,220
2014,september,good,220
2014,september,bad,1020
2014,september,bad,1020
2014,october ,good,220
2014,october ,good,120
2014,october ,bad,820
2014,october ,bad,720
2014,november,bad,1020
2014,november,bad,1620
2014,november,good,220
2014,november,good,120
2014,december,bad,620
2014,december,bad,820
2014,december,good,220
2014,december,good,120
2014,january,good,120
2014,february,bad,520
2014,march,good,420
2014,april ,bad,5620
2014,may,good,920
2014,june ,bad,1020
2014,july ,good,220
2014,august ,bad,2220
2014,september,good,420
2014,october ,bad,420
2014,november,good,320
2014,december,bad,420
2014,january,good,120
2014,january,good,120
2014,january,good,120
2014,january,good,220
2014,january,good,220
2014,january,good,220
2014,february,good,220
2014,february,good,220
2014,february,good,220
2014,february,good,320
2014,february,good,320
2014,february,good,320
2014,march,good,420
2014,march,good,420
2014,march,good,420
2014,march,good,420
2014,march,good,520
2014,march,good,520
2014,april ,good,3020
2014,april ,good,3220
2014,april ,good,3020
2014,april ,good,3420
2014,april ,good,2820
2014,april ,good,2820
2014,may,good,1020
2014,may,good,1020
2014,may,good,1020
2014,may,good,820
2014,may,good,920
2014,may,good,820
2014,june ,good,520
2014,june ,good,520
2014,june ,good,520
2014,june ,good,420
2014,june ,good,420
2014,june ,good,420
2014,july ,good,220
2014,july ,good,220
2014,july ,good,220
2014,july ,good,220
2014,july ,good,220
2014,july ,good,120
2014,august ,good,1020
2014,august ,good,1020
2014,august ,good,920
2014,august ,good,920
2014,august ,good,820
2014,august ,good,820
2014,september,good,420
2014,september,good,420
2014,september,good,420
2014,september,good,420
2014,september,good,320
2014,september,good,320
2014,october ,good,220
2014,october ,good,220
2014,october ,good,220
2014,october ,good,220
2014,october ,good,220
2014,october ,good,120
2014,november,good,420
2014,november,good,420
2014,november,good,420
2014,november,good,420
2014,november,good,320
2014,november,good,320
2014,december,good,220
2014,december,good,220
2014,december,good,220
2014,december,good,120
2014,december,good,120
2014,december,good,120
2014,january,bad,220
2014,january,bad,220
2014,january,bad,220
2014,january,bad,220
2014,january,bad,320
2014,january,bad,320
2014,february,bad,420
2014,february,bad,420
2014,february,bad,420
2014,february,bad,420
2014,february,bad,520
2014,february,bad,520
2014,march,bad,820
2014,march,bad,820
2014,march,bad,820
2014,march,bad,920
2014,march,bad,920
2014,march,bad,920
2014,april ,bad,6220
2014,april ,bad,5820
2014,april ,bad,6220
2014,april ,bad,6220
2014,april ,bad,6420
2014,april ,bad,6620
2014,may,bad,2020
2014,may,bad,2020
2014,may,bad,2220
2014,may,bad,2220
2014,may,bad,1820
2014,may,bad,2020
2014,june ,bad,1020
2014,june ,bad,1220
2014,june ,bad,1020
2014,june ,bad,1220
2014,june ,bad,1420
2014,june ,bad,1220
2014,july ,bad,420
2014,july ,bad,420
2014,july ,bad,520
2014,july ,bad,520
2014,july ,bad,420
2014,july ,bad,520
2014,august ,bad,2020
2014,august ,bad,2020
2014,august ,bad,2220
2014,august ,bad,1820
2014,august ,bad,2220
2014,august ,bad,1820
2014,september,bad,820
2014,september,bad,820
2014,september,bad,920
2014,september,bad,1020
2014,september,bad,920
2014,september,bad,1020
2014,october ,bad,420
2014,october ,bad,420
2014,october ,bad,420
2014,october ,bad,420
2014,october ,bad,420
2014,october ,bad,520
2014,november,bad,820
2014,november,bad,820
2014,november,bad,820
2014,november,bad,820
2014,november,bad,820
2014,november,bad,820
2014,december,bad,420
2014,december,bad,420
2014,december,bad,420
2014,december,bad,520
2014,december,bad,520
2014,december,bad,520
2014,january,good,120
2014,february,good,220
2014,march,good,420
2014,april ,good,3020
2014,may,good,1020
2014,june ,good,520
2014,july ,good,220
2014,august ,good,1020
2014,september,good,420
2014,october ,good,220
2014,november,good,420
2014,december,good,220
2014,january,bad,220
2014,february,bad,420
2014,march,bad,820
2014,april ,bad,6020
2014,may,bad,2020
2014,june ,bad,1020
2014,july ,bad,420
2014,august ,bad,2020
2014,september,bad,820
2014,october ,bad,420
2014,november,bad,820
2014,december,bad,420
2014,january,good,220
2014,january,bad,320
2014,january,good,120
2014,february,good,120
2014,february,bad,420
2014,february,good,220
2014,february,bad,520
2014,january,bad,220
2014,march,good,320
2014,march,good,320
2014,march,bad,820
2014,march,bad,920
2014,april ,bad,6220
2014,april ,bad,6420
2014,april ,good,2820
2014,april ,good,2620
2014,may,bad,2220
2014,may,bad,2420
2014,may,good,820
2014,may,good,620
2014,june ,bad,1020
2014,june ,bad,1020
2014,june ,good,570
2014,june ,good,620
2014,july ,bad,420
2014,july ,bad,520
2014,july ,good,320
2014,july ,good,220
2014,august ,bad,2020
2014,august ,bad,2220
2014,august ,good,1220
2014,august ,good,920
2014,september,good,320
2014,september,good,420
2014,september,bad,920
2014,september,bad,1020
2014,october ,good,120
2014,october ,good,220
2014,october ,bad,420
2014,october ,bad,520
2014,november,bad,920
2014,november,bad,1020
2014,november,good,320
2014,november,good,420
2014,december,bad,420
2014,december,bad,520
2014,december,good,120
2014,december,good,220
2014,january,good,120
2014,january,good,120
2014,january,bad,420
2014,january,bad,420
2014,february,bad,620
2014,february,bad,720
2014,february,good,120
2014,february,good,120
2014,march,good,220
2014,march,good,120
2014,march,bad,1020
2014,march,bad,1020
2014,april ,bad,6420
2014,april ,bad,7020
2014,april ,good,2020
2014,april ,good,1020
2014,may,bad,3020
2014,may,bad,2820
2014,may,good,820
2014,may,good,920
2014,june ,bad,1420
2014,june ,bad,1620
2014,june ,good,320
2014,june ,good,220
2014,july ,bad,820
2014,july ,bad,1020
2014,july ,good,120
2014,july ,good,120
2014,august ,bad,2420
2014,august ,bad,3020
2014,august ,good,520
2014,august ,good,320
2014,september,good,220
2014,september,good,220
2014,september,bad,1020
2014,september,bad,1220
2014,october ,good,220
2014,october ,good,120
2014,october ,bad,820
2014,october ,bad,720
2014,november,bad,1020
2014,november,bad,1620
2014,november,good,220
2014,november,good,220
2014,december,bad,620
2014,december,bad,820
2014,december,good,120
2014,december,good,120
2014,january,good,120
2014,february,bad,520
2014,march,good,420
2014,april ,bad,5620
2014,may,good,920
2014,june ,bad,1020
2014,july ,good,220
2014,august ,bad,2020
2014,september,good,420
2014,october ,bad,420
2014,november,good,320
2014,december,bad,420
2014,january,good,120
2014,january,good,120
2014,january,good,120
2014,january,good,220
2014,january,good,220
2014,january,good,220
2014,february,good,220
2014,february,good,220
2014,february,good,220
2014,february,good,320
2014,february,good,320
2014,february,good,320
2014,march,good,420
2014,march,good,420
2014,march,good,420
2014,march,good,420
2014,march,good,520
2014,march,good,520
2014,april ,good,3020
2014,april ,good,3220
2014,april ,good,3020
2014,april ,good,3420
2014,april ,good,3020
2014,april ,good,2820
2014,may,good,1020
2014,may,good,1020
2014,may,good,1020
2014,may,good,820
2014,may,good,920
